,City,Year,Main Cause
7109,Dallas,2018,Distracted Driving
7111,Dallas,2018,Running Red Light
7112,Dallas,2018,Aggressive Driving
7114,Dallas,2018,Failure to Yield
7115,Dallas,2018,Tailgating
7117,Dallas,2018,Improper Lane Change
7118,Dallas,2018,Alcohol Involvement
7119,Dallas,2018,Driver Fatigue
7120,Dallas,2018,Failure to Yield
7121,Dallas,2018,Tailgating
7124,Dallas,2018,Tailgating
7125,Dallas,2018,Unlicensed Driver
7127,Dallas,2018,Unlicensed Driver
7132,Dallas,2018,Failure to Yield
7133,Dallas,2018,Alcohol Involvement
7134,Dallas,2018,Alcohol Involvement
7135,Dallas,2018,Unlicensed Driver
7137,Dallas,2018,Tailgating
7138,Dallas,2018,Unlicensed Driver
7139,Dallas,2018,Running Red Light
7141,Dallas,2018,Improper Lane Change
7142,Dallas,2018,Running Red Light
7145,Dallas,2018,Tailgating
7146,Dallas,2018,Unlicensed Driver
7147,Dallas,2018,Unlicensed Driver
7148,Dallas,2018,Speeding
7149,Dallas,2018,Distracted Driving
7150,Dallas,2018,Aggressive Driving
7151,Dallas,2018,Driver Fatigue
7152,Dallas,2018,Distracted Driving
7153,Dallas,2018,Improper Lane Change
7154,Dallas,2018,Weather Conditions
7156,Dallas,2018,Weather Conditions
7157,Dallas,2018,Unlicensed Driver
7158,Dallas,2018,Running Red Light
7159,Dallas,2018,Weather Conditions
7162,Dallas,2018,Driver Fatigue
7163,Dallas,2018,Distracted Driving
7164,Dallas,2018,Improper Lane Change
7165,Dallas,2018,Running Red Light
7166,Dallas,2018,Unlicensed Driver
7167,Dallas,2018,Tailgating
7168,Dallas,2019,Weather Conditions
7170,Dallas,2019,Unlicensed Driver
7171,Dallas,2019,Alcohol Involvement
7172,Dallas,2019,Alcohol Involvement
7173,Dallas,2019,Distracted Driving
7175,Dallas,2019,Driver Fatigue
7176,Dallas,2019,Tailgating
7179,Dallas,2019,Tailgating
7182,Dallas,2019,Failure to Yield
7183,Dallas,2019,Unlicensed Driver
7186,Dallas,2019,Improper Lane Change
7187,Dallas,2019,Tailgating
7189,Dallas,2019,Weather Conditions
7191,Dallas,2019,Driver Fatigue
7193,Dallas,2019,Weather Conditions
7197,Dallas,2019,Improper Lane Change
7199,Dallas,2019,Unlicensed Driver
7205,Dallas,2019,Failure to Yield
7210,Dallas,2019,Weather Conditions
7212,Dallas,2019,Speeding
7213,Dallas,2019,Drug Involvement
7214,Dallas,2019,Speeding
7215,Dallas,2019,Failure to Yield
7216,Dallas,2019,Distracted Driving
7217,Dallas,2019,Unlicensed Driver
7218,Dallas,2019,Distracted Driving
7219,Dallas,2019,Driver Fatigue
7222,Dallas,2019,Drug Involvement
7223,Dallas,2019,Drug Involvement
7226,Dallas,2019,Speeding
7227,Dallas,2019,Failure to Yield
7230,Dallas,2019,Speeding
7231,Dallas,2019,Improper Lane Change
7233,Dallas,2019,Alcohol Involvement
7234,Dallas,2019,Tailgating
7235,Dallas,2019,Weather Conditions
7236,Dallas,2019,Drug Involvement
7237,Dallas,2019,Driver Fatigue
7238,Dallas,2019,Tailgating
7239,Dallas,2019,Unlicensed Driver
7240,Dallas,2019,Distracted Driving
7241,Dallas,2019,Speeding
7243,Dallas,2019,Unlicensed Driver
7246,Dallas,2019,Failure to Yield
7247,Dallas,2019,Distracted Driving
7248,Dallas,2019,Unlicensed Driver
7249,Dallas,2019,Distracted Driving
7250,Dallas,2019,Driver Fatigue
7251,Dallas,2019,Tailgating
7252,Dallas,2019,Improper Lane Change
7254,Dallas,2019,Tailgating
7256,Dallas,2019,Tailgating
7258,Dallas,2019,Improper Lane Change
7262,Dallas,2019,Unlicensed Driver
7263,Dallas,2019,Speeding
7264,Dallas,2019,Failure to Yield
7266,Dallas,2019,Tailgating
7268,Dallas,2019,Drug Involvement
7270,Dallas,2019,Improper Lane Change
7271,Dallas,2019,Drug Involvement
7272,Dallas,2019,Improper Lane Change
7274,Dallas,2019,Running Red Light
7275,Dallas,2019,Unlicensed Driver
7276,Dallas,2019,Weather Conditions
7278,Dallas,2019,Aggressive Driving
7279,Dallas,2019,Drug Involvement
7280,Dallas,2019,Running Red Light
7283,Dallas,2019,Failure to Yield
7284,Dallas,2019,Alcohol Involvement
7285,Dallas,2019,Tailgating
7286,Dallas,2019,Speeding
7288,Dallas,2019,Improper Lane Change
7289,Dallas,2019,Alcohol Involvement
7290,Dallas,2019,Failure to Yield
7293,Dallas,2019,Weather Conditions
7295,Dallas,2019,Failure to Yield
7297,Dallas,2020,Failure to Yield
7300,Dallas,2020,Drug Involvement
7304,Dallas,2020,Tailgating
7305,Dallas,2020,Aggressive Driving
7306,Dallas,2020,Alcohol Involvement
7308,Dallas,2020,Running Red Light
7309,Dallas,2020,Speeding
7310,Dallas,2020,Aggressive Driving
7313,Dallas,2020,Driver Fatigue
7314,Dallas,2020,Aggressive Driving
7316,Dallas,2020,Drug Involvement
7317,Dallas,2020,Aggressive Driving
7318,Dallas,2020,Distracted Driving
7321,Dallas,2020,Improper Lane Change
7322,Dallas,2020,Driver Fatigue
7323,Dallas,2020,Speeding
7324,Dallas,2020,Improper Lane Change
7327,Dallas,2020,Unlicensed Driver
7328,Dallas,2020,Drug Involvement
7329,Dallas,2020,Drug Involvement
7330,Dallas,2020,Running Red Light
7331,Dallas,2020,Alcohol Involvement
7333,Dallas,2020,Running Red Light
7335,Dallas,2020,Tailgating
7336,Dallas,2020,Aggressive Driving
7338,Dallas,2020,Failure to Yield
7339,Dallas,2020,Distracted Driving
7340,Dallas,2020,Alcohol Involvement
7341,Dallas,2020,Aggressive Driving
7342,Dallas,2020,Unlicensed Driver
7346,Dallas,2020,Driver Fatigue
7349,Dallas,2020,Aggressive Driving
7350,Dallas,2020,Improper Lane Change
7351,Dallas,2020,Failure to Yield
7353,Dallas,2020,Speeding
7354,Dallas,2020,Drug Involvement
7355,Dallas,2020,Running Red Light
7356,Dallas,2020,Alcohol Involvement
7357,Dallas,2020,Alcohol Involvement
7360,Dallas,2020,Speeding
7361,Dallas,2020,Aggressive Driving
7362,Dallas,2020,Failure to Yield
7363,Dallas,2020,Driver Fatigue
7366,Dallas,2020,Running Red Light
7367,Dallas,2020,Unlicensed Driver
7368,Dallas,2020,Unlicensed Driver
7370,Dallas,2020,Drug Involvement
7371,Dallas,2020,Tailgating
7372,Dallas,2020,Distracted Driving
7373,Dallas,2020,Weather Conditions
7376,Dallas,2020,Running Red Light
7377,Dallas,2020,Distracted Driving
7378,Dallas,2020,Aggressive Driving
7380,Dallas,2020,Speeding
7381,Dallas,2020,Failure to Yield
7382,Dallas,2020,Improper Lane Change
7383,Dallas,2020,Failure to Yield
7384,Dallas,2020,Driver Fatigue
7385,Dallas,2020,Running Red Light
7386,Dallas,2020,Weather Conditions
7387,Dallas,2020,Alcohol Involvement
7388,Dallas,2020,Weather Conditions
7389,Dallas,2020,Unlicensed Driver
7390,Dallas,2020,Running Red Light
7391,Dallas,2020,Alcohol Involvement
7393,Dallas,2020,Improper Lane Change
7394,Dallas,2020,Running Red Light
7396,Dallas,2020,Weather Conditions
7397,Dallas,2020,Aggressive Driving
7398,Dallas,2020,Unlicensed Driver
7400,Dallas,2020,Weather Conditions
7401,Dallas,2020,Tailgating
7402,Dallas,2020,Failure to Yield
7404,Dallas,2020,Distracted Driving
7405,Dallas,2020,Drug Involvement
7409,Dallas,2020,Drug Involvement
7410,Dallas,2020,Speeding
7411,Dallas,2020,Alcohol Involvement
7412,Dallas,2020,Improper Lane Change
7413,Dallas,2020,Running Red Light
7414,Dallas,2020,Drug Involvement
7416,Dallas,2020,Tailgating
7417,Dallas,2020,Aggressive Driving
7418,Dallas,2020,Distracted Driving
7419,Dallas,2020,Aggressive Driving
7421,Dallas,2021,Running Red Light
7422,Dallas,2021,Improper Lane Change
7425,Dallas,2021,Aggressive Driving
7427,Dallas,2021,Aggressive Driving
7430,Dallas,2021,Distracted Driving
7431,Dallas,2021,Tailgating
7434,Dallas,2021,Alcohol Involvement
7435,Dallas,2021,Aggressive Driving
7438,Dallas,2021,Speeding
7439,Dallas,2021,Alcohol Involvement
7441,Dallas,2021,Failure to Yield
7443,Dallas,2021,Distracted Driving
7445,Dallas,2021,Aggressive Driving
7446,Dallas,2021,Running Red Light
7449,Dallas,2021,Speeding
7450,Dallas,2021,Driver Fatigue
7451,Dallas,2021,Improper Lane Change
7454,Dallas,2021,Unlicensed Driver
7457,Dallas,2021,Unlicensed Driver
7458,Dallas,2021,Drug Involvement
7459,Dallas,2021,Unlicensed Driver
7460,Dallas,2021,Failure to Yield
7461,Dallas,2021,Driver Fatigue
7462,Dallas,2021,Distracted Driving
7463,Dallas,2021,Alcohol Involvement
7464,Dallas,2021,Running Red Light
7466,Dallas,2021,Distracted Driving
7467,Dallas,2021,Aggressive Driving
7468,Dallas,2021,Unlicensed Driver
7469,Dallas,2021,Weather Conditions
7470,Dallas,2021,Aggressive Driving
7472,Dallas,2021,Running Red Light
7473,Dallas,2021,Running Red Light
7474,Dallas,2021,Alcohol Involvement
7477,Dallas,2021,Failure to Yield
7483,Dallas,2021,Driver Fatigue
7484,Dallas,2021,Driver Fatigue
7485,Dallas,2021,Alcohol Involvement
7486,Dallas,2021,Tailgating
7487,Dallas,2021,Tailgating
7489,Dallas,2021,Alcohol Involvement
7490,Dallas,2021,Running Red Light
7491,Dallas,2021,Unlicensed Driver
7492,Dallas,2021,Running Red Light
7493,Dallas,2021,Speeding
7496,Dallas,2021,Speeding
7498,Dallas,2021,Weather Conditions
7501,Dallas,2021,Unlicensed Driver
7502,Dallas,2021,Running Red Light
7503,Dallas,2021,Tailgating
7504,Dallas,2021,Improper Lane Change
7505,Dallas,2021,Distracted Driving
7506,Dallas,2021,Improper Lane Change
7507,Dallas,2021,Failure to Yield
7508,Dallas,2021,Distracted Driving
7509,Dallas,2021,Drug Involvement
7510,Dallas,2021,Driver Fatigue
7511,Dallas,2021,Speeding
7512,Dallas,2021,Tailgating
7513,Dallas,2021,Failure to Yield
7514,Dallas,2021,Speeding
7515,Dallas,2021,Drug Involvement
7516,Dallas,2021,Tailgating
7517,Dallas,2021,Driver Fatigue
7519,Dallas,2021,Driver Fatigue
7521,Dallas,2021,Weather Conditions
7522,Dallas,2021,Running Red Light
7523,Dallas,2021,Tailgating
7527,Dallas,2021,Alcohol Involvement
7528,Dallas,2021,Alcohol Involvement
7529,Dallas,2021,Improper Lane Change
7530,Dallas,2021,Unlicensed Driver
7531,Dallas,2021,Unlicensed Driver
7533,Dallas,2021,Speeding
7534,Dallas,2021,Driver Fatigue
7537,Dallas,2021,Speeding
7538,Dallas,2021,Tailgating
7539,Dallas,2022,Improper Lane Change
7540,Dallas,2022,Drug Involvement
7541,Dallas,2022,Improper Lane Change
7545,Dallas,2022,Alcohol Involvement
7547,Dallas,2022,Drug Involvement
7548,Dallas,2022,Distracted Driving
7549,Dallas,2022,Alcohol Involvement
7550,Dallas,2022,Weather Conditions
7551,Dallas,2022,Running Red Light
7552,Dallas,2022,Failure to Yield
7553,Dallas,2022,Drug Involvement
7554,Dallas,2022,Drug Involvement
7555,Dallas,2022,Unlicensed Driver
7556,Dallas,2022,Weather Conditions
7557,Dallas,2022,Running Red Light
7558,Dallas,2022,Failure to Yield
7559,Dallas,2022,Improper Lane Change
7560,Dallas,2022,Driver Fatigue
7561,Dallas,2022,Speeding
7562,Dallas,2022,Weather Conditions
7566,Dallas,2022,Drug Involvement
7568,Dallas,2022,Unlicensed Driver
7569,Dallas,2022,Weather Conditions
7572,Dallas,2022,Speeding
7573,Dallas,2022,Tailgating
7574,Dallas,2022,Speeding
7577,Dallas,2022,Unlicensed Driver
7578,Dallas,2022,Alcohol Involvement
7579,Dallas,2022,Running Red Light
7580,Dallas,2022,Failure to Yield
7581,Dallas,2022,Improper Lane Change
7582,Dallas,2022,Tailgating
7583,Dallas,2022,Drug Involvement
7584,Dallas,2022,Driver Fatigue
7588,Dallas,2022,Tailgating
7589,Dallas,2022,Drug Involvement
7591,Dallas,2022,Weather Conditions
7592,Dallas,2022,Unlicensed Driver
7594,Dallas,2022,Alcohol Involvement
7595,Dallas,2022,Alcohol Involvement
7598,Dallas,2022,Weather Conditions
7601,Dallas,2022,Driver Fatigue
7605,Dallas,2022,Weather Conditions
7606,Dallas,2022,Distracted Driving
7607,Dallas,2022,Unlicensed Driver
7608,Dallas,2022,Tailgating
7609,Dallas,2022,Tailgating
7613,Dallas,2022,Driver Fatigue
7614,Dallas,2022,Distracted Driving
7615,Dallas,2022,Tailgating
7616,Dallas,2022,Running Red Light
7617,Dallas,2022,Drug Involvement
7618,Dallas,2022,Improper Lane Change
7619,Dallas,2022,Aggressive Driving
7620,Dallas,2022,Driver Fatigue
7621,Dallas,2022,Unlicensed Driver
7626,Dallas,2022,Driver Fatigue
7627,Dallas,2022,Speeding
7629,Dallas,2022,Unlicensed Driver
7630,Dallas,2022,Improper Lane Change
7636,Dallas,2022,Running Red Light
7637,Dallas,2022,Drug Involvement
7638,Dallas,2022,Aggressive Driving
7639,Dallas,2022,Driver Fatigue
7640,Dallas,2022,Improper Lane Change
7641,Dallas,2022,Running Red Light
7642,Dallas,2022,Weather Conditions
7643,Dallas,2022,Drug Involvement
7645,Dallas,2022,Driver Fatigue
7646,Dallas,2022,Improper Lane Change
7647,Dallas,2022,Tailgating
7648,Dallas,2022,Drug Involvement
7651,Dallas,2022,Unlicensed Driver
7652,Dallas,2022,Distracted Driving
7653,Dallas,2022,Distracted Driving
7654,Dallas,2022,Distracted Driving
7655,Dallas,2022,Improper Lane Change
7656,Dallas,2022,Running Red Light
7657,Dallas,2022,Improper Lane Change
7658,Dallas,2022,Distracted Driving
7659,Dallas,2022,Tailgating
7661,Dallas,2022,Running Red Light
7662,Dallas,2022,Distracted Driving
7664,Dallas,2022,Weather Conditions
7665,Dallas,2022,Distracted Driving
7666,Dallas,2022,Aggressive Driving
7668,Dallas,2023,Failure to Yield
7669,Dallas,2023,Unlicensed Driver
7670,Dallas,2023,Improper Lane Change
7671,Dallas,2023,Alcohol Involvement
7672,Dallas,2023,Failure to Yield
7674,Dallas,2023,Weather Conditions
7675,Dallas,2023,Weather Conditions
7676,Dallas,2023,Weather Conditions
7678,Dallas,2023,Drug Involvement
7679,Dallas,2023,Running Red Light
7680,Dallas,2023,Failure to Yield
7682,Dallas,2023,Failure to Yield
7683,Dallas,2023,Aggressive Driving
7684,Dallas,2023,Speeding
7685,Dallas,2023,Speeding
7687,Dallas,2023,Driver Fatigue
7688,Dallas,2023,Failure to Yield
7690,Dallas,2023,Aggressive Driving
7692,Dallas,2023,Distracted Driving
7693,Dallas,2023,Driver Fatigue
7694,Dallas,2023,Driver Fatigue
7695,Dallas,2023,Failure to Yield
7696,Dallas,2023,Weather Conditions
7697,Dallas,2023,Failure to Yield
7699,Dallas,2023,Failure to Yield
7700,Dallas,2023,Aggressive Driving
7703,Dallas,2023,Tailgating
7704,Dallas,2023,Aggressive Driving
7705,Dallas,2023,Improper Lane Change
7706,Dallas,2023,Tailgating
7708,Dallas,2023,Speeding
7710,Dallas,2023,Tailgating
7711,Dallas,2023,Unlicensed Driver
7713,Dallas,2023,Weather Conditions
7714,Dallas,2023,Tailgating
7715,Dallas,2023,Speeding
7716,Dallas,2023,Weather Conditions
7717,Dallas,2023,Improper Lane Change
7719,Dallas,2023,Running Red Light
7720,Dallas,2023,Distracted Driving
7722,Dallas,2023,Improper Lane Change
7723,Dallas,2023,Weather Conditions
7724,Dallas,2023,Alcohol Involvement
7725,Dallas,2023,Failure to Yield
7726,Dallas,2023,Weather Conditions
7727,Dallas,2023,Drug Involvement
7728,Dallas,2023,Unlicensed Driver
7730,Dallas,2023,Aggressive Driving
7731,Dallas,2023,Weather Conditions
7732,Dallas,2023,Unlicensed Driver
7733,Dallas,2023,Speeding
7735,Dallas,2023,Running Red Light
7736,Dallas,2023,Running Red Light
7740,Dallas,2023,Distracted Driving
7741,Dallas,2023,Drug Involvement
7742,Dallas,2023,Drug Involvement
7743,Dallas,2023,Improper Lane Change
7744,Dallas,2023,Failure to Yield
7745,Dallas,2023,Tailgating
7746,Dallas,2023,Driver Fatigue
7748,Dallas,2023,Unlicensed Driver
7749,Dallas,2023,Alcohol Involvement
7750,Dallas,2023,Running Red Light
7751,Dallas,2023,Alcohol Involvement
7752,Dallas,2023,Driver Fatigue
7753,Dallas,2023,Improper Lane Change
7755,Dallas,2023,Weather Conditions
7757,Dallas,2023,Driver Fatigue
7758,Dallas,2023,Unlicensed Driver
7759,Dallas,2023,Weather Conditions
7760,Dallas,2023,Tailgating
7761,Dallas,2023,Alcohol Involvement
7762,Dallas,2023,Speeding
7763,Dallas,2023,Aggressive Driving
7764,Dallas,2023,Weather Conditions
7765,Dallas,2023,Aggressive Driving
7766,Dallas,2023,Distracted Driving
7767,Dallas,2023,Aggressive Driving
7768,Dallas,2023,Aggressive Driving
7769,Dallas,2023,Weather Conditions
7772,Dallas,2023,Drug Involvement
7773,Dallas,2023,Speeding
7774,Dallas,2023,Tailgating
7777,Dallas,2023,Drug Involvement
7778,Dallas,2023,Unlicensed Driver
7779,Dallas,2023,Drug Involvement
7781,San Jose,2017,Failure to Yield
7785,San Jose,2017,Tailgating
7786,San Jose,2017,Running Red Light
7787,San Jose,2017,Weather Conditions
7788,San Jose,2017,Alcohol Involvement
7789,San Jose,2017,Aggressive Driving
7791,San Jose,2017,Weather Conditions
7792,San Jose,2017,Weather Conditions
7793,San Jose,2017,Failure to Yield
7796,San Jose,2017,Failure to Yield
7797,San Jose,2017,Drug Involvement
7799,San Jose,2017,Failure to Yield
7801,San Jose,2017,Tailgating
7802,San Jose,2017,Unlicensed Driver
7803,San Jose,2017,Tailgating
7805,San Jose,2017,Speeding
7806,San Jose,2017,Improper Lane Change
7807,San Jose,2017,Drug Involvement
7808,San Jose,2017,Failure to Yield
7811,San Jose,2017,Improper Lane Change
7812,San Jose,2017,Tailgating
7814,San Jose,2017,Failure to Yield
7815,San Jose,2017,Tailgating
7817,San Jose,2017,Aggressive Driving
7819,San Jose,2017,Speeding
7820,San Jose,2017,Failure to Yield
7821,San Jose,2017,Speeding
7824,San Jose,2017,Tailgating
7827,San Jose,2017,Weather Conditions
7828,San Jose,2017,Weather Conditions
7829,San Jose,2017,Failure to Yield
7830,San Jose,2017,Driver Fatigue
7832,San Jose,2017,Unlicensed Driver
7833,San Jose,2017,Tailgating
7834,San Jose,2017,Unlicensed Driver
7835,San Jose,2017,Driver Fatigue
7836,San Jose,2017,Failure to Yield
7839,San Jose,2017,Speeding
7840,San Jose,2017,Failure to Yield
7841,San Jose,2017,Weather Conditions
7842,San Jose,2017,Improper Lane Change
7843,San Jose,2017,Speeding
7844,San Jose,2017,Failure to Yield
7846,San Jose,2017,Running Red Light
7847,San Jose,2017,Aggressive Driving
7849,San Jose,2017,Tailgating
7851,San Jose,2017,Running Red Light
7852,San Jose,2017,Driver Fatigue
7855,San Jose,2017,Tailgating
7856,San Jose,2017,Alcohol Involvement
7861,San Jose,2017,Failure to Yield
7862,San Jose,2017,Distracted Driving
7864,San Jose,2017,Failure to Yield
7866,San Jose,2017,Driver Fatigue
7867,San Jose,2017,Running Red Light
7868,San Jose,2017,Alcohol Involvement
7869,San Jose,2017,Tailgating
7871,San Jose,2017,Weather Conditions
7872,San Jose,2017,Improper Lane Change
7873,San Jose,2017,Drug Involvement
7874,San Jose,2017,Alcohol Involvement
7875,San Jose,2017,Running Red Light
7876,San Jose,2017,Unlicensed Driver
7877,San Jose,2017,Distracted Driving
7879,San Jose,2017,Aggressive Driving
7880,San Jose,2017,Unlicensed Driver
7883,San Jose,2017,Speeding
7884,San Jose,2017,Aggressive Driving
7885,San Jose,2017,Improper Lane Change
7886,San Jose,2017,Alcohol Involvement
7887,San Jose,2017,Running Red Light
7888,San Jose,2018,Failure to Yield
7889,San Jose,2018,Tailgating
7890,San Jose,2018,Aggressive Driving
7893,San Jose,2018,Distracted Driving
7894,San Jose,2018,Speeding
7895,San Jose,2018,Aggressive Driving
7896,San Jose,2018,Speeding
7898,San Jose,2018,Distracted Driving
7899,San Jose,2018,Drug Involvement
7900,San Jose,2018,Aggressive Driving
7901,San Jose,2018,Driver Fatigue
7904,San Jose,2018,Alcohol Involvement
7907,San Jose,2018,Driver Fatigue
7908,San Jose,2018,Failure to Yield
7909,San Jose,2018,Distracted Driving
7913,San Jose,2018,Weather Conditions
7914,San Jose,2018,Driver Fatigue
7915,San Jose,2018,Failure to Yield
7916,San Jose,2018,Failure to Yield
7917,San Jose,2018,Driver Fatigue
7918,San Jose,2018,Driver Fatigue
7923,San Jose,2018,Failure to Yield
7924,San Jose,2018,Unlicensed Driver
7925,San Jose,2018,Distracted Driving
7926,San Jose,2018,Driver Fatigue
7927,San Jose,2018,Improper Lane Change
7929,San Jose,2018,Distracted Driving
7930,San Jose,2018,Aggressive Driving
7932,San Jose,2018,Unlicensed Driver
7933,San Jose,2018,Distracted Driving
7934,San Jose,2018,Drug Involvement
7935,San Jose,2018,Failure to Yield
7936,San Jose,2018,Driver Fatigue
7937,San Jose,2018,Distracted Driving
7939,San Jose,2018,Improper Lane Change
7941,San Jose,2018,Distracted Driving
7943,San Jose,2018,Unlicensed Driver
7944,San Jose,2018,Weather Conditions
7945,San Jose,2018,Improper Lane Change
7946,San Jose,2018,Weather Conditions
7947,San Jose,2018,Distracted Driving
7948,San Jose,2018,Distracted Driving
7950,San Jose,2018,Weather Conditions
7951,San Jose,2018,Improper Lane Change
7952,San Jose,2018,Drug Involvement
7954,San Jose,2018,Running Red Light
7955,San Jose,2018,Aggressive Driving
7956,San Jose,2018,Aggressive Driving
7957,San Jose,2018,Improper Lane Change
7958,San Jose,2018,Driver Fatigue
7960,San Jose,2018,Weather Conditions
7962,San Jose,2018,Tailgating
7963,San Jose,2018,Alcohol Involvement
7965,San Jose,2018,Unlicensed Driver
7967,San Jose,2018,Distracted Driving
7968,San Jose,2018,Weather Conditions
7969,San Jose,2018,Driver Fatigue
7971,San Jose,2018,Running Red Light
7973,San Jose,2018,Weather Conditions
7975,San Jose,2018,Improper Lane Change
7976,San Jose,2018,Aggressive Driving
7978,San Jose,2018,Alcohol Involvement
7980,San Jose,2018,Failure to Yield
7981,San Jose,2018,Speeding
7982,San Jose,2018,Running Red Light
7984,San Jose,2018,Speeding
7985,San Jose,2018,Running Red Light
7986,San Jose,2018,Tailgating
7987,San Jose,2018,Distracted Driving
7988,San Jose,2018,Driver Fatigue
7989,San Jose,2018,Alcohol Involvement
7990,San Jose,2018,Improper Lane Change
7992,San Jose,2018,Distracted Driving
7993,San Jose,2018,Unlicensed Driver
7994,San Jose,2018,Driver Fatigue
7995,San Jose,2018,Drug Involvement
7997,San Jose,2018,Weather Conditions
7999,San Jose,2018,Speeding
8000,San Jose,2018,Aggressive Driving
8001,San Jose,2018,Distracted Driving
8002,San Jose,2018,Weather Conditions
8003,San Jose,2018,Aggressive Driving
8004,San Jose,2018,Running Red Light
8005,San Jose,2018,Drug Involvement
8007,San Jose,2018,Failure to Yield
8008,San Jose,2018,Failure to Yield
8010,San Jose,2018,Driver Fatigue
8011,San Jose,2018,Aggressive Driving
8012,San Jose,2018,Tailgating
8013,San Jose,2018,Weather Conditions
8014,San Jose,2018,Running Red Light
8015,San Jose,2018,Failure to Yield
8018,San Jose,2018,Alcohol Involvement
8019,San Jose,2018,Weather Conditions
8020,San Jose,2018,Driver Fatigue
8021,San Jose,2018,Alcohol Involvement
8023,San Jose,2018,Tailgating
8024,San Jose,2018,Alcohol Involvement
8025,San Jose,2018,Failure to Yield
8027,San Jose,2018,Running Red Light
8028,San Jose,2018,Weather Conditions
8030,San Jose,2018,Improper Lane Change
8031,San Jose,2018,Improper Lane Change
8032,San Jose,2018,Failure to Yield
8034,San Jose,2018,Tailgating
8035,San Jose,2018,Weather Conditions
8037,San Jose,2019,Failure to Yield
8038,San Jose,2019,Tailgating
8039,San Jose,2019,Speeding
8040,San Jose,2019,Drug Involvement
8041,San Jose,2019,Drug Involvement
8042,San Jose,2019,Improper Lane Change
8044,San Jose,2019,Drug Involvement
8045,San Jose,2019,Running Red Light
8046,San Jose,2019,Drug Involvement
8047,San Jose,2019,Alcohol Involvement
8050,San Jose,2019,Alcohol Involvement
8051,San Jose,2019,Aggressive Driving
8052,San Jose,2019,Unlicensed Driver
8054,San Jose,2019,Failure to Yield
8055,San Jose,2019,Alcohol Involvement
8057,San Jose,2019,Distracted Driving
8058,San Jose,2019,Drug Involvement
8061,San Jose,2019,Unlicensed Driver
8062,San Jose,2019,Alcohol Involvement
8063,San Jose,2019,Drug Involvement
8064,San Jose,2019,Weather Conditions
8065,San Jose,2019,Tailgating
8066,San Jose,2019,Speeding
8067,San Jose,2019,Unlicensed Driver
8068,San Jose,2019,Distracted Driving
8069,San Jose,2019,Aggressive Driving
8070,San Jose,2019,Improper Lane Change
8071,San Jose,2019,Driver Fatigue
8072,San Jose,2019,Weather Conditions
8073,San Jose,2019,Alcohol Involvement
8075,San Jose,2019,Speeding
8076,San Jose,2019,Driver Fatigue
8077,San Jose,2019,Weather Conditions
8078,San Jose,2019,Aggressive Driving
8079,San Jose,2019,Aggressive Driving
8080,San Jose,2019,Drug Involvement
8081,San Jose,2019,Tailgating
8083,San Jose,2019,Running Red Light
8085,San Jose,2019,Unlicensed Driver
8087,San Jose,2019,Tailgating
8093,San Jose,2019,Speeding
8094,San Jose,2019,Improper Lane Change
8095,San Jose,2019,Driver Fatigue
8096,San Jose,2019,Improper Lane Change
8097,San Jose,2019,Running Red Light
8099,San Jose,2019,Unlicensed Driver
8100,San Jose,2019,Improper Lane Change
8101,San Jose,2019,Running Red Light
8102,San Jose,2019,Speeding
8104,San Jose,2019,Aggressive Driving
8107,San Jose,2019,Alcohol Involvement
8111,San Jose,2019,Tailgating
8113,San Jose,2019,Driver Fatigue
8115,San Jose,2019,Unlicensed Driver
8117,San Jose,2019,Improper Lane Change
8118,San Jose,2019,Weather Conditions
8120,San Jose,2019,Alcohol Involvement
8121,San Jose,2019,Distracted Driving
8122,San Jose,2019,Weather Conditions
8123,San Jose,2019,Running Red Light
8124,San Jose,2019,Failure to Yield
8125,San Jose,2019,Weather Conditions
8126,San Jose,2019,Running Red Light
8128,San Jose,2019,Unlicensed Driver
8129,San Jose,2019,Drug Involvement
8130,San Jose,2019,Drug Involvement
8131,San Jose,2019,Drug Involvement
8132,San Jose,2019,Weather Conditions
8133,San Jose,2019,Alcohol Involvement
8134,San Jose,2019,Driver Fatigue
8137,San Jose,2019,Tailgating
8139,San Jose,2019,Unlicensed Driver
8140,San Jose,2019,Unlicensed Driver
8145,San Jose,2020,Alcohol Involvement
8146,San Jose,2020,Distracted Driving
8147,San Jose,2020,Failure to Yield
8148,San Jose,2020,Alcohol Involvement
8150,San Jose,2020,Weather Conditions
8152,San Jose,2020,Distracted Driving
8153,San Jose,2020,Failure to Yield
8155,San Jose,2020,Failure to Yield
8156,San Jose,2020,Failure to Yield
8158,San Jose,2020,Distracted Driving
8159,San Jose,2020,Running Red Light
8160,San Jose,2020,Driver Fatigue
8161,San Jose,2020,Running Red Light
8162,San Jose,2020,Running Red Light
8163,San Jose,2020,Unlicensed Driver
8164,San Jose,2020,Running Red Light
8165,San Jose,2020,Distracted Driving
8166,San Jose,2020,Running Red Light
8167,San Jose,2020,Distracted Driving
8168,San Jose,2020,Improper Lane Change
8170,San Jose,2020,Unlicensed Driver
8171,San Jose,2020,Weather Conditions
8172,San Jose,2020,Running Red Light
8173,San Jose,2020,Unlicensed Driver
8174,San Jose,2020,Aggressive Driving
8175,San Jose,2020,Alcohol Involvement
8177,San Jose,2020,Alcohol Involvement
8178,San Jose,2020,Unlicensed Driver
8179,San Jose,2020,Running Red Light
